ayet_numarasi,ayet
Mar.9: 11,"İsa'ya, ""Din bilginleri neden önce İlyas'ın gelmesi gerektiğini söylüyorlar?"" diye sordular."
Mar.9: 12,"O da onlara şöyle dedi: ""Gerçekten de önce İlyas gelir ve her şeyi yeniden düzene koyar. Ama nasıl oluyor da İnsanoğlu'nun çok acı çekeceği ve hiçe sayılacağı yazılmıştır?"
Mar.9: 13,"Size şunu söyleyeyim, İlyas geldi bile, onun hakkında yazılmış olduğu gibi, ona yapmadıklarını bırakmadılar."" Cinli Bir Çocuğun İyileştirilmesi ("
Mar.9: 14,"Öteki öğrencilerin yanına döndüklerinde, onların çevresinde büyük bir kalabalığın toplandığını, birtakım din bilginlerinin onlarla tartıştığını gördüler."
Mar.9: 15,Kalabalık İsa'yı görünce büyük bir şaşkınlığa kapıldı ve koşup O'nu selamladı.
Mar.9: 16,"İsa öğrencilerine, ""Onlarla ne tartışıyorsunuz?"" diye sordu."
Mar.9: 17,"Halktan biri O'na, ""Öğretmenim"" diye karşılık verdi, ""Dilsiz bir ruha tutulan oğlumu sana getirdim."
Mar.9: 18,"Ruh onu nerede yakalarsa yere çarpıyor. Çocuk ağzından köpükler saçıyor, dişlerini gıcırdatıyor ve kaskatı kesiliyor. Ruhu kovmaları için öğrencilerine başvurdum, ama başaramadılar."""
Mar.9: 19,"İsa onlara, ""Ey imansız kuşak!"" dedi. ""Sizinle daha ne kadar kalacağım? Size daha ne kadar katlanacağım? Çocuğu bana getirin!"""
Mar.9: 20,"Çocuğu kendisine getirdiler. Ruh, İsa'yı görür görmez çocuğu şiddetle sarstı; çocuk yere düştü, ağzından köpükler saçarak yuvarlanmaya başladı."
Mar.9: 21,"İsa çocuğun babasına, ""Bu hal çocuğun başına geleli ne kadar oldu?"" diye sordu. ""Küçüklüğünden beri böyle"" dedi babası."
Mar.9: 22,"""Üstelik ruh onu öldürmek için sık sık ateşe, suya attı. Elinden bir şey gelirse, bize yardım et, halimize acı!"""
Mar.9: 23,"İsa ona, ""Elimden gelirse mi? İman eden biri için her şey mümkün!"" dedi."
Mar.9: 24,"Çocuğun babası hemen, ""İman ediyorum, imansızlığımı yenmeme yardım et!""diye feryat etti."
Mar.9: 25,"İsa, halkın koşuşup geldiğini görünce kötü ruhu azarlayarak, ""Sana buyuruyorum, dilsiz ve sağır ruh, çocuğun içinden çık ve ona bir daha girme!"" dedi."
Mar.9: 26,"Bunun üzerine ruh bir çığlık attı ve çocuğu şiddetle sarsarak çıktı. Çocuk ölü gibi hareketsiz kaldı, öyle ki oradakilerin birçoğu, ""Öldü!"" diyordu."
Mar.9: 27,"Ama İsa elinden tutup kaldırınca, çocuk ayağa kalktı."
Mar.9: 28,"İsa eve girdikten sonra öğrencileri özel olarak O'na, ""Biz kötü ruhu neden kovamadık?"" diye sordular."
Mar.9: 29,"İsa onlara, ""Bu tür ruhlar ancak duayla kovulabilir"" yanıtını verdi.  İsa Ölüp Dirileceğini Tekrar Bildiriyor ("
Mar.9: 30,"Oradan ayrılmış, Celile bölgesinden geçiyorlardı. İsa hiç kimsenin bunu bilmesini istemiyordu."
Mar.9: 31,"Öğrencilerine öğretirken şöyle diyordu: ""İnsanoğlu , insanların eline teslim edilecek ve öldürülecek, ama öldürüldükten üç gün sonra dirilecek."""
Mar.9: 32,"Onlar bu sözleri anlamıyor, İsa'ya soru sormaktan da korkuyorlardı.  En Büyük Kim? ("
Mar.9: 33,"Kefarnahum'a vardılar. Eve girdikten sonra İsa onlara, ""Yolda neyi tartışıyordunuz?"" diye sordu."
Mar.9: 34,Hiç birinden ses çıkmadı. Çünkü yolda aralarında kimin en büyük olduğunu tartışmışlardı.
Mar.9: 35,"İsa oturup Onikiler'i yanına çağırdı. Onlara şöyle dedi: ""Birinci olmak isteyen en sonuncu olsun, herkesin hizmetkârı olsun."""
Mar.9: 36-37,"Küçük bir çocuğu alıp orta yere dikti, sonra onu kucağına alarak onlara şöyle dedi: ""Böyle bir çocuğu benim adım uğruna kabul eden, beni kabul etmiş olur. Beni kabul eden de beni değil, beni göndereni kabul etmiş olur."" Bize Karşı Olmayan Bizden Yanadır ("
Mar.9: 38,"Yuhanna O'na, ""Öğretmenim"" dedi, ""Senin adınla cin kovan birini gördük, ama bizi izleyenlerden olmadığı için ona engel olmaya çalıştık."""
Mar.9: 39,"""Ona engel olmayın!"" dedi İsa. ""Çünkü benim adımla mucize yapıp da ardından beni kötüleyecek kimse yoktur."
Mar.9: 40,"Bize karşı olmayan, bizden yanadır."
Mar.9: 41,"Size doğrusunu söyleyeyim, Mesih'e ait olduğunuz için sizlere bir bardak su veren ödülsüz kalmayacaktır."" Birini Günaha Sokmanın Cezası ("
Mar.9: 42,"""Kim bana iman eden bu küçüklerden birini günaha düşürürse, boynuna kocamanbir değirmen taşı geçirilip denize atılması kendisi için daha iyi olur."
Mar.9: 43-44,"Eğer elin günah işlemene neden olursa, onu kes. Tek elle yaşama kavuşman, iki elle sönmez ateşe, cehenneme gitmenden iyidir."
Mar.9: 45-46,"Eğer ayağın günah işlemene neden olursa, onu kes. Tek ayakla yaşama kavuşman, iki ayakla cehenneme atılmandan iyidir."
Mar.9: 47,"Eğer gözün günah işlemene neden olursa, onu çıkar at. Tanrı'nın Egemenliği'ne tek gözle girmen, iki gözle cehenneme atılmandan iyidir."
Mar.9: 48,"'Oradakileri kemiren kurt ölmez, Yakan ateş sönmez.'"
Mar.9: 49,Çünkü herkes ateşle tuzlanacaktır.
Mar.9: 50,"Tuz yararlıdır. Ama tuz tuzluluğunu yitirirse, bir daha ona nasıl tat verebilirsiniz? İçinizde tuz olsun ve birbirinizle barış içinde yaşayın!"" BÖLÜM 10 Boşanmayla İlgili Soru ("
Mar.10: 1,İsa oradan ayrılıp Yahudiye'nin Şeria Irmağı'nın karşı yakasındaki topraklarına geçti. Çevresinde yine kalabalıklar toplanmıştı; her zamanki gibi onlara öğretiyordu.
Mar.10: 2,"Yanına gelen bazı Ferisiler O'nu denemek amacıyla, ""Bir erkeğin, karısını boşaması Kutsal Yasa'ya uygun mudur?"" diye sordular."
Mar.10: 3,"İsa karşılık olarak, ""Musa size ne buyurdu?"" dedi."
Mar.10: 4,"Onlar, ""Musa, erkeğin bir boşanma belgesi yazarak karısını boşamasına izin vermiştir"" dediler."
Mar.10: 5,"İsa onlara, ""İnatçı olduğunuz için Musa bu buyruğu yazdı"" dedi."
Mar.10: 6,"""Tanrı, yaratılışın başlangıcından 'İnsanları erkek ve dişi olarak yarattı.'"
Mar.10: 7-8,"'Bu nedenle adam annesini babasını bırakıp karısına bağlanacak, ikisi tek beden olacak.' Şöyle ki, onlar artık iki değil, tek bedendir."
Mar.10: 9,"O halde Tanrı'nın birleştirdiğini insan ayırmasın."""
Mar.10: 10,Öğrencileri evde O'na yine bu konuyla ilgili bazı sorular sordular.
Mar.10: 11,"İsa onlara, ""Karısını boşayıp başkasıyla evlenen, karısına karşı zina etmiş olur"" dedi."
Mar.10: 12,"""Kocasını boşayıp başkasıyla evlenen kadın da zina etmiş olur."" İsa Küçük Çocukları Kutsuyor ("
Mar.10: 13,"Bu arada bazıları küçük çocukları İsa'nın yanına getiriyor, onlara dokunmasını istiyorlardı. Ne var ki, öğrenciler onları azarladılar."
Mar.10: 14,"İsa bunu görünce kızdı. Öğrencilerine, ""Bırakın, çocuklar bana gelsin"" dedi. ""Onlara engel olmayın! Çünkü Tanrı'nın Egemenliği böylelerinindir."
Mar.10: 15,"Size doğrusunu söyleyeyim, Tanrı'nın Egemenliği'ni bir çocuk gibi kabul etmeyen, bu egemenliğe asla giremez."""
Mar.10: 16,"Çocukları kucağına aldı, ellerini üzerlerine koyup onları kutsadı. Zenginlik ve Sonsuz Yaşam ("
Mar.10: 17,"İsa yola çıkarken, biri koşarak yanına geldi. Önünde diz çöküp O'na, ""İyi öğretmenim, sonsuz yaşama kavuşmak için ne yapmalıyım?"" diye sordu."
Mar.10: 18,"İsa, ""Bana neden iyi diyorsun?"" dedi. ""İyi olan yalnız biri var, O da Tanrı'dır."
Mar.10: 19,"O'nun buyruklarını biliyorsun: 'Adam öldürmeyeceksin, zina etmeyeceksin, çalmayacaksın, yalan yere tanıklık etmeyeceksin, kimsenin hakkını yemeyeceksin, annene babana saygı göstereceksin.'"""
Mar.10: 20,"Adam, ""Öğretmenim, bunların hepsini gençliğimden beri yerine getiriyorum dedi."
Mar.10: 21,"Ona sevgiyle bakan İsa, ""Bir eksiğin var"" dedi. ""Git neyin varsa sat, parasını yoksullara ver; böylece gökte hazinen olur. Sonra gel, beni izle."""
Mar.10: 22,"Bu sözler üzerine adamın yüzü asıldı, üzüntü içinde oradan uzaklaştı. Çünkü çok malı vardı."
Mar.10: 23,"İsa çevresine göz gezdirdikten sonra öğrencilerine, ""Varlıklı kişilerin Tanrı Egemenliği'ne girmesi ne güç olacak!"" dedi."
Mar.10: 24,"Öğrenciler O'nun sözlerine şaştılar. Ama İsa onlara yine, ""Çocuklar"" dedi, ""Tanrı'nın Egemenliği'ne girmek ne güçtür!"
Mar.10: 25,"Devenin iğne deliğinden geçmesi, zenginin Tanrı Egemenliği'ne girmesinden daha kolaydır."""
Mar.10: 26,"Öğrenciler büsbütün şaşırmışlardı. Birbirlerine, ""Öyleyse kim kurtulabilir?"" diyorlardı."
Mar.10: 27,"İsa onlara bakarak, ""İnsanlar için bu imkânsız, ama Tanrı için değil. Tanrı için her şey mümkündür"" dedi."
Mar.10: 28,"Petrus O'na, ""Bak, biz her şeyi bırakıp senin ardından geldik"" demeye başladı."
Mar.10: 29-30,"""Size doğrusunu söyleyeyim"" dedi İsa, ""Benim ve Müjde'nin uğruna evini,kardeşlerini, anne ya da babasını, çocuklarını ya da topraklarını bırakıp da şimdi, bu çağda çekeceği zulümlerle birlikte yüz kat daha fazla eve, kardeşe, anneye, çocuğa, toprağa ve gelecek çağda sonsuz yaşama kavuşmayacak hiç kimse yoktur."
Mar.10: 31,"Ne var ki, birincilerin birçoğu sonuncu, sonuncuların birçoğu da birinci olacak."" İsa Ölüp Dirileceğini Üçüncü Kez Bildiriyor ("
Mar.10: 32-33,"Yola çıkmış Yeruşalim'e gidiyorlardı. İsa önlerinde yürüyordu. Öğrencileri şaşkınlık içindeydi, ardından gelenler ise korkuyorlardı. İsa Onikiler'i yine bir yana çekip kendi başına gelecekleri anlatmaya başladı: ""Şimdi Yeruşalim'e gidiyoruz"" dedi. ""İnsanoğlu , başkâhinlerin ve din bilginlerinin eline teslim edilecek. Onlar da O'nu ölüm cezasına çarptıracak ve öteki uluslara teslim edecekler."
Mar.10: 34,"O'nunla alay edecek, üzerine tükürecek ve O'nu kamçılayıp öldürecekler. Ne var ki O, üç gün sonra dirilecek."" Yakup'la Yuhanna'nın Dileği ("
Mar.10: 35,"Zebedi'nin oğulları Yakup ile Yuhanna İsa'ya yaklaşıp, ""Öğretmenimiz, bir dileğimiz var, bunu yapmanı istiyoruz"" dediler."
Mar.10: 36,"İsa onlara, ""Sizin için ne yapmamı istiyorsunuz?"" diye sordu."
Mar.10: 37,"""Sen yüceliğine kavuşunca birimize sağında, ötekimize de solunda oturma ayrıcalığını ver"" dediler."
Mar.10: 38,"""Siz ne dilediğinizi bilmiyorsunuz"" dedi İsa. ""Benim içeceğim kâseden siz içebilir misiniz? Benim vaftiz olacağım gibi siz de vaftiz olabilir misiniz?"""
Mar.10: 39-40,"""Evet, olabiliriz"" dediler. İsa onlara, ""Benim içeceğim kâseden siz de içeceksiniz, benim vaftiz olacağım gibi siz de vaftiz olacaksınız"" dedi. ""Ama sağımda ya da solumda oturmanıza izin vermek benim elimde değil. Bu yerler belirli kişiler için hazırlanmıştır."""
Mar.10: 41,Bunu işiten on öğrenci Yakup'la Yuhanna'ya kızmaya başladılar.
Mar.10: 42,"İsa onları yanına çağırıp şöyle dedi: ""Bilirsiniz ki, ulusların önderleri sayılanlar, onlara egemen kesilir, ileri gelenleri de onlara ağırlıklarını hissettirirler."
Mar.10: 43,"Sizin aranızda böyle olmayacak. Aranızda büyük olmak isteyen, ötekilerin hizmetkârı olsun."
Mar.10: 44,"Aranızda birinci olmak isteyen, hepinizin kulu olsun."
Mar.10: 45,"Çünkü İnsanoğlu bile hizmet edilmeye değil, hizmet etmeye ve canını birçokları için fidye olarak vermeye geldi."" Kör Bartimay'ın Gözleri Açılıyor ("
Mar.10: 46,"Sonra Eriha'ya geldiler. İsa, öğrencileri ve büyük bir kalabalıkla birlikte Eriha'dan ayrılırken, Timay oğlu Bartimay adında kör bir dilenci yol kenarında oturuyordu ."
Mar.10: 47,"Nasıralı İsa'nın orada olduğunu duyunca, ""Ey Davut Oğlu İsa, halime acı!"" diye bağırmaya başladı."
Mar.10: 48,"Birçok kimse onu azarlayarak susturmak istediyse de o, ""Ey Davut Oğlu, halime acı!"" diyerek daha çok bağırdı."
Mar.10: 49,"İsa durdu, ""Çağırın onu"" dedi. Kör adama seslenerek, ""Ne mutlu sana! Kalk, seni çağırıyor!"" dediler."
Mar.10: 50,Adam abasını üstünden atarak ayağa fırladı ve İsa'nın yanına geldi.
Mar.10: 51,"İsa, ""Senin için ne yapmamı istiyorsun?"" diye sordu. Kör adam, ""Rabbuni , gözlerim görsün"" dedi."
Mar.10: 52,"İsa, ""Gidebilirsin, imanın seni kurtardı"" dedi. Adam o anda yeniden görmeyebaşladı ve yol boyunca İsa'nın ardından gitti.  BÖLÜM 11 İsa'nın Yeruşalim'e Girişi ("
Mar.11: 1-2,"Yeruşalim'e yaklaşıp Zeytin Dağı'nın yamacındaki Beytfaci ile Beytanya'ya geldiklerinde İsa iki öğrencisini önden gönderdi. Onlara, ""Karşınızdaki köye gidin"" dedi, ""Köye girer girmez, üzerine daha hiç kimsenin binmediği, bağlı duran bir sıpa bulacaksınız. Onu çözüp bana getirin."
Mar.11: 3,"Biri size, 'Bunu niye yapıyorsunuz?' derse, 'Rab'bin ona ihtiyacı var, hemen geri gönderecek' dersiniz."""
Mar.11: 4,"Gittiler ve yol üzerinde, bir evin sokak kapısının yanında bağlı buldukları sıpayı çözdüler."
Mar.11: 5,"Orada duranlardan bazıları, ""Sıpayı ne diye çözüyorsunuz?"" dediler."
Mar.11: 6,"Öğrenciler İsa'nın kendilerine söylediklerini tekrarlayınca, adamlar onları rahat bıraktı."
Mar.11: 7,Sıpayı İsa'ya getirip üzerine kendi giysilerini yaydılar. İsa sıpaya bindi.
Mar.11: 8,"Birçokları giysilerini, bazıları da çevredeki ağaçlardan kestikleri dalları yola serdiler."
Mar.11: 9,"Önden gidenler ve arkadan gelenler şöyle bağırıyorlardı: ""Hozana ! Rab'bin adıyla gelene övgüler olsun!"
Mar.11: 10,"Atamız Davut'un yaklaşan egemenliği kutlu olsun! En yücelerde hozana!"""
Mar.11: 11,"İsa Yeruşalim'e varınca tapınağa gitti, her tarafı gözden geçirdi. Sonra vakit ilerlemiş olduğundan Onikiler'le birlikte Beytanya'ya döndü. Meyvesiz İncir Ağacı ("
Mar.11: 12,Ertesi gün Beytanya'dan çıktıklarında İsa acıkmıştı.
Mar.11: 13,"Uzakta, yapraklanmış bir incir ağacı görünce belki incir bulurum diye yaklaştı. Ağacın yanına vardığında yapraktan başka bir şey bulamadı. Çünkü incir mevsimi değildi."
Mar.11: 14,"İsa ağaca, ""Artık sonsuza dek senden kimse meyve yiyemesin!"" dedi. Öğrencileri de bunu duydular. İsa Satıcıları Tapınaktan Kovuyor ("
Mar.11: 15,"Oradan Yeruşalim'e geldiler. İsa tapınağın avlusuna girerek oradaki alıcı ve satıcıları dışarı kovdu. Para bozanların masalarını, güvercin satanların sehpalarını devirdi."
Mar.11: 16,Yük taşıyan hiç kimsenin tapınağın avlusundan geçmesine izin vermedi.
Mar.11: 17,"Halka öğretirken şunları söyledi: ""'Evime, bütün ulusların dua evi denecek' diye yazılmamış mı? Ama siz onu haydut inine çevirdiniz."""
Mar.11: 18,Başkâhinler ve din bilginleri bunu duyunca İsa'yı yok etmek için bir yol aramaya başladılar. O'ndan korkuyorlardı. Çünkü bütün halk O'nun öğretisine hayrandı.
Mar.11: 19,Akşam olunca İsa'yla öğrencileri kentten ayrıldı. İncir Ağacından Alınacak Ders (
Mar.11: 20,"Sabah erkenden incir ağacının yanından geçerlerken, ağacın kökten kurumuş olduğunu gördüler."
Mar.11: 21,"Olayı hatırlayan Petrus, ""Rabbî , bak! Lanetlediğin incir ağacı kurumuş!"" dedi."
Mar.11: 22,"İsa onlara şöyle karşılık verdi: ""Tanrı'ya iman edin."
Mar.11: 23,"Size doğrusunu söyleyeyim, kim şu dağa, 'Kalk, denize atıl!' der ve yüreğinde kuşku duymadan dediğinin olacağına inanırsa, dileği yerine gelecektir."
Mar.11: 24,"Bunun için size diyorum ki, duayla dilediğiniz her şeyi daha şimdiden almış olduğunuza inanın, dileğiniz yerine gelecektir."
Mar.11: 25-26,"Kalkıp dua ettiğiniz zaman, birine karşı bir şikâyetiniz varsa onu bağışlayın ki, göklerdeki Babanız da sizin suçlarınızı bağışlasın."" İsa'nın Yetkisi ("
Mar.11: 27-28,"Yine Yeruşalim'e geldiler. İsa tapınakta gezinirken başkâhinler, din bilginleri ve ileri gelenler O'nun yanına gelip, ""Bunları hangi yetkiyle yapıyorsun, bunları yapma yetkisini sana kim verdi?"" diye sordular."
Mar.11: 29,"İsa da onlara, ""Size bir soru soracağım"" dedi. ""Bana yanıt verin, ben de size bunları hangi yetkiyle yaptığımı söylerim."
Mar.11: 30,"Yahya'nın vaftiz etme yetkisi Tanrı'dan mıydı, insanlardan mı? Yanıt verin bana."""
Mar.11: 31,"Bunu aralarında şöyle tartışmaya başladılar: ""'Tanrı'dan' dersek, 'Öyleyse ona niçin inanmadınız?' diyecek."
Mar.11: 32,"Yok eğer 'İnsanlardan' dersek..."" Halkın tepkisinden korkuyorlardı. Çünkü herkes Yahya'yı gerçekten peygamber sayıyordu."
Mar.11: 33,"İsa'ya, ""Bilmiyoruz"" diye yanıt verdiler. İsa da onlara, ""Ben de size bunları hangi yetkiyle yaptığımı söylemeyeceğim"" dedi.  BÖLÜM 12 Bağ Kiracıları Benzetmesi ("
Mar.12: 1,"İsa onlara benzetmelerle konuşmaya başladı. ""Adamın biri bağ dikti, çevresini çitle çevirdi, üzüm sıkmak için bir çukur kazdı, bir de bekçi kulesi yaptı. Sonra bağı bağcılara kiralayıp yolculuğa çıktı."
Mar.12: 2,Mevsimi gelince bağın ürününden payına düşeni almak üzere bağcılara bir köle yolladı.
Mar.12: 3,Bağcılar köleyi yakalayıp dövdü ve eli boş gönderdi.
Mar.12: 4,Bağ sahibi bu kez onlara başka bir köle yolladı. Onu da başından yaralayıp aşağıladılar.
Mar.12: 5,"Birini daha yolladı, onu öldürdüler. Daha birçok köle yolladı. Kimini dövüp kimini öldürdüler."
Mar.12: 6,"""Bağ sahibinin yanında tek kişi kaldı, o da sevgili oğluydu. 'Oğlumu sayarlar' diyerek bağcılara en son onu yolladı."
Mar.12: 7,"""Ama bağcılar birbirlerine, 'Mirasçı budur, gelin onu öldürelim, miras bizim olur' dediler."
Mar.12: 8,"Böylece onu yakaladılar, öldürüp bağdan dışarı attılar."
Mar.12: 9,"""Bu durumda bağın sahibi ne yapacak? Gelip bağcıları yok edecek, bağı da başkalarına verecek."
Mar.12: 10-11,"Şu Kutsal Yazı'yı okumadınız mı?'Yapıcıların reddettiği taş, İşte köşenin baş taşı oldu. Rab'bin işidir bu, Gözümüzde harika bir iş!'"""
Mar.12: 12,İsa'nın bu benzetmede kendilerinden söz ettiğini anlayan Yahudi önderler O'nu tutuklamak istediler; ama halkın tepkisinden korktukları için O'nu bırakıp gittiler. Sezar'ın Hakkı Sezar'a (
Mar.12: 13,Daha sonra İsa'yı söyleyeceği sözlerle tuzağa düşürmek amacıyla Ferisiler'den ve Hirodes yanlılarından bazılarını O'na gönderdiler.
Mar.12: 14,"Bunlar gelip İsa'ya, ""Öğretmenimiz"" dediler, ""Senin dürüst biri olduğunu, kimseyi kayırmadan, insanlar arasında ayrım yapmadan Tanrı yolunu dürüstçe öğrettiğini biliyoruz. Sezar'a vergi vermek Kutsal Yasa'ya uygun mu, değil mi? Verelim mi, vermeyelim mi?"""
Mar.12: 15,"Onların ikiyüzlülüğünü bilen İsa şöyle dedi: ""Beni neden deniyorsunuz? Bana bir dinar getirin bakayım."""
Mar.12: 16,"Parayı getirdiler. İsa, ""Bu resim, bu yazı kimin?"" diye sordu. ""Sezar'ın"" dediler."
Mar.12: 17,"İsa da, ""Sezar'ın hakkını Sezar'a, Tanrı'nın hakkını Tanrı'ya verin"" dedi. İsa'nın sözlerine şaşakaldılar. Dirilişle İlgili Soru ("
